Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",25.00,26.00,25.50,26.00,200
KUKZ,"Kakuzi Plc
",300.00,300.00,300.00,310.00,500
KAPC,"Kapchorua Tea Kenya Plc
",182.00,182.00,182.00,182.00,-
LIMT,"Limuru Tea Plc
","1,085.00","1,085.00","1,085.00","1,085.00",-
SASN,"Sasini Plc
",16.15,16.15,16.15,16.50,300
WTK,"Williamson Tea Kenya Plc
",389.00,389.00,389.00,389.00,-
CGEN,"Car and General (K) Ltd
",43.75,43.75,43.75,40.00,100
ABSA,"ABSA Bank Kenya Plc
",11.90,12.90,12.15,11.95,"155,500"
COOP,"Co-operative Bank of Kenya Ltd
",16.60,17.40,17.05,16.65,"1,805,500"
DTK,"Diamond Trust Bank Kenya Ltd
",191.00,199.00,193.00,192.00,"15,700"
EQTY,"Equity Group Holdings Plc
",41.00,42.00,41.50,41.25,"378,300"
HFCK,"HF Group Ltd
",21.50,21.75,21.75,21.00,"9,100"
IMH,"I & M Holdings Plc
",98.00,101.00,99.50,100.00,"16,300"
KCB,"KCB Group Plc
",42.00,43.50,42.75,42.00,"685,300"
NBK,"National Bank of Kenya Ltd
",15.05,16.00,15.75,16.15,"2,600"
NCBA,"NCBA Group Plc
",39.75,41.00,40.00,39.25,"35,900"
SBIC,"Stanbic Holdings Plc
",90.00,90.00,90.00,90.00,"2,600"
SCBK,"Standard Chartered Bank Kenya Ltd
",200.00,205.00,204.00,205.00,"2,800"
EVRD,"Eveready East Africa Ltd
",2.85,3.00,2.95,3.00,"20,600"
XPRS,"Express Kenya Plc
",4.30,4.30,4.30,4.55,200
KQ,"Kenya Airways Plc
",5.20,5.40,5.35,5.35,"381,900"
LKL,"Longhorn Publishers Plc
",5.50,5.85,5.55,5.50,"7,800"
NMG,"Nation Media Group Plc
",134.00,139.00,137.00,138.00,"11,300"
SMER,"Sameer Africa Plc
",3.50,3.50,3.50,3.55,"11,900"
SGL,"Standard Group Plc
",30.00,30.00,30.00,30.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",28.00,28.00,28.00,28.00,"5,000"
UCHM,"Uchumi Supermarket Plc
",9.05,9.10,9.10,9.50,"14,700"
SCAN,"WPP ScanGroup Plc
",24.00,27.00,25.50,25.00,"2,200"
ARM,"ARM Cement Plc
",37.00,38.25,37.75,37.00,"8,800"
BAMB,"Bamburi Cement Ltd
",154.00,160.00,155.00,155.00,"8,100"
CRWN,"Crown Paints Kenya Plc
",61.00,61.00,61.00,60.50,"9,700"
CABL,"East African Cables Plc
",10.60,10.65,10.65,10.65,"25,600"
PORT,"East African Portland Cement Ltd
",45.00,50.00,49.25,50.00,"1,200"
KENO,"KenolKobil Ltd
",9.00,9.15,9.05,9.00,"66,300"
KEGN,"Kenya Electricity Generating Company Plc
",9.00,9.30,9.10,9.10,"170,100"
KPLC-P4,"KPLC-P4
",5.50,5.50,5.50,5.50,-
KPLC-P7,"KPLC-P7
",5.50,5.50,5.50,5.50,-
KPLC,"Kenya Power and Lighting Company Plc
",15.35,16.00,16.00,15.30,"729,800"
TOTL,"TotalEnergies Marketing Kenya Plc
",19.65,20.00,19.75,19.65,"4,700"
UMME,"Umeme Ltd
",16.00,16.00,16.00,16.00,-
BRIT,"Britam Holdings Plc
",14.75,15.35,15.00,14.65,"80,100"
CIC,"CIC Insurance Group Ltd
",6.45,6.70,6.55,6.50,"189,400"
JUB,"Jubilee Holdings Ltd
",401.00,401.00,401.00,419.00,700
KNRE,"Kenya Re-Insurance Corporation Ltd
",19.10,20.00,19.85,20.25,"113,300"
LBTY,"Liberty Kenya Holdings Ltd
",19.75,19.75,19.75,20.25,500
SLAM,"Sanlam Kenya Plc
",62.50,62.50,62.50,62.50,"12,600"
CTUM,"Centum Investment Company Plc
",46.75,47.75,47.25,47.00,"80,900"
HAFR,"Home Afrika Ltd
",1.55,1.65,1.60,1.65,"92,300"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",4.40,4.90,4.55,4.75,"12,800"
TCL,"Trans-Century Plc
",14.00,14.30,14.05,13.70,"3,200"
NSE,"Nairobi Securities Exchange Plc
",21.25,24.00,24.00,22.50,"10,469,900"
AMAC,"Africa Mega Agricorp Plc
",98.00,98.00,98.00,98.00,-
BOC,"BOC Kenya Plc
",117.00,117.00,117.00,117.00,-
BAT,"British American Tobacco Kenya Plc
",780.00,787.00,787.00,797.00,"68,900"
CARB,"Carbacid Investments Plc
",14.10,14.60,14.40,14.45,"19,900"
EABL,"East African Breweries Ltd
",253.00,256.00,254.00,254.00,"214,600"
FTGH,"Flame Tree Group Holdings Ltd
",6.60,6.70,6.65,6.85,"15,400"
MSC,"Mumias Sugar Company Ltd
",1.70,1.80,1.80,1.75,"199,100"
UNGA,"Unga Group Ltd
",36.00,38.50,37.75,37.50,"15,600"
SCOM,"Safaricom Plc
",14.50,15.05,14.80,14.60,"2,027,800"
^N20I,"NSE 20-Share Index
","3,930.32","3,930.32","3,930.32","3,901.13",-
^N25I,"NSE 25-Share Index
","4,013.56","4,013.56","4,013.56","3,977.69",-
^NASI,"NSE All-Share Index
",138.01,138.01,138.01,136.94,-
