Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",13.45,13.45,13.45,12.30,300
KUKZ,"Kakuzi Plc
",402.00,402.00,402.00,402.00,-
KAPC,"Kapchorua Tea Kenya Plc
",95.50,95.50,95.50,95.50,-
LIMT,"Limuru Tea Plc
",352.00,352.00,352.00,352.00,-
SASN,"Sasini Plc
",20.80,21.00,20.90,21.00,200
WTK,"Williamson Tea Kenya Plc
",130.00,130.00,130.00,124.25,"1,600"
CGEN,"Car and General (K) Ltd
",35.00,35.00,35.00,34.10,200
ABSA,"ABSA Bank Kenya Plc
",9.70,9.90,9.82,9.76,"81,400"
BKG,"BK Group Plc
",30.00,30.00,30.00,29.55,300
COOP,"Co-operative Bank of Kenya Ltd
",11.20,11.80,11.60,11.60,"195,300"
DTK,"Diamond Trust Bank Kenya Ltd
",48.50,50.00,49.60,49.95,"5,200"
EQTY,"Equity Group Holdings Plc
",40.25,44.50,43.05,44.70,"1,477,600"
HFCK,"HF Group Ltd
",2.90,3.01,2.91,2.99,"8,200"
IMH,"I & M Holdings Plc
",17.40,17.50,17.50,17.50,"7,300"
KCB,"KCB Group Plc
",35.00,36.00,35.55,35.30,"2,786,100"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",26.00,26.15,26.00,26.25,"454,200"
SBIC,"Stanbic Holdings Plc
",100.00,101.75,100.25,104.00,"11,000"
SCBK,"Standard Chartered Bank Kenya Ltd
",124.00,125.00,124.25,124.00,"7,700"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",0.82,0.92,0.89,0.84,"1,700"
XPRS,"Express Kenya Plc
",3.75,3.99,3.83,3.91,800
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",2.98,3.20,3.13,3.17,900
NBV,"Nairobi Business Ventures Ltd
",2.68,3.21,2.80,2.97,"26,700"
NMG,"Nation Media Group Plc
",20.00,20.50,20.25,19.85,"9,900"
SMER,"Sameer Africa Plc
",2.42,2.70,2.53,2.54,"1,900"
SGL,"Standard Group Plc
",12.95,12.95,12.95,12.95,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",12.00,12.00,12.00,12.00,"1,200"
UCHM,"Uchumi Supermarket Plc
",0.18,0.19,0.19,0.19,"10,000"
SCAN,"WPP ScanGroup Plc
",2.82,3.42,2.96,3.13,"21,800"
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
BAMB,"Bamburi Cement Ltd
",36.00,36.95,36.35,36.15,"5,800"
CRWN,"Crown Paints Kenya Plc
",38.20,38.20,38.20,37.95,100
CABL,"East African Cables Plc
",1.02,1.05,1.04,1.00,"1,800"
PORT,"East African Portland Cement Ltd
",7.00,7.70,7.10,7.24,700
KEGN,"Kenya Electricity Generating Company Plc
",3.40,3.58,3.48,3.42,"110,600"
