Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",13.10,13.10,13.10,13.10,-
KUKZ,"Kakuzi Plc
",400.00,400.00,400.00,400.00,-
KAPC,"Kapchorua Tea Kenya Plc
",95.50,95.50,95.50,95.50,-
LIMT,"Limuru Tea Plc
",320.00,320.00,320.00,320.00,-
SASN,"Sasini Plc
",20.50,20.80,20.55,20.80,"3,100"
WTK,"Williamson Tea Kenya Plc
",126.50,127.00,126.75,126.75,300
CGEN,"Car and General (K) Ltd
",32.00,33.00,32.50,33.60,200
ABSA,"ABSA Bank Kenya Plc
",9.70,9.94,9.80,9.86,"140,000"
BKG,"BK Group Plc
",29.55,30.00,29.90,30.00,"1,400"
COOP,"Co-operative Bank of Kenya Ltd
",12.10,12.45,12.25,12.15,"161,400"
DTK,"Diamond Trust Bank Kenya Ltd
",53.00,53.00,53.00,52.75,"5,100"
EQTY,"Equity Group Holdings Plc
",45.55,46.50,46.25,45.60,"90,900"
HFCK,"HF Group Ltd
",3.04,3.04,3.04,3.04,-
IMH,"I & M Holdings Plc
",17.95,17.95,17.95,17.95,"2,700"
KCB,"KCB Group Plc
",35.40,35.85,35.55,35.40,"42,100"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",26.05,26.75,26.10,26.50,"155,500"
SBIC,"Stanbic Holdings Plc
",104.00,104.00,104.00,104.00,400
SCBK,"Standard Chartered Bank Kenya Ltd
",124.50,124.75,124.50,124.75,"26,800"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",0.80,0.83,0.80,0.85,"1,400"
XPRS,"Express Kenya Plc
",3.86,3.86,3.86,3.86,-
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",3.25,3.25,3.25,3.44,"4,100"
NBV,"Nairobi Business Ventures Ltd
",3.49,3.94,3.52,3.87,"115,800"
NMG,"Nation Media Group Plc
",20.30,20.40,20.40,20.35,"1,600"
SMER,"Sameer Africa Plc
",2.64,2.64,2.64,2.85,"2,600"
SGL,"Standard Group Plc
",13.00,13.00,13.00,13.00,100
TPSE,"TPS Eastern Africa (Serena) Ltd
",12.45,12.45,12.45,12.45,-
