Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",11.40,11.40,11.40,11.45,"1,000"
KUKZ,"Kakuzi Plc
",400.00,400.00,400.00,400.00,-
KAPC,"Kapchorua Tea Kenya Plc
",98.75,98.75,98.75,98.75,-
LIMT,"Limuru Tea Plc
",320.00,320.00,320.00,320.00,-
SASN,"Sasini Plc
",19.20,21.00,20.85,19.65,"1,100"
WTK,"Williamson Tea Kenya Plc
",124.50,124.50,124.50,124.50,-
CGEN,"Car and General (K) Ltd
",30.00,30.00,30.00,30.00,300
ABSA,"ABSA Bank Kenya Plc
",9.80,10.20,9.98,9.98,"120,200"
BKG,"BK Group Plc
",30.00,30.00,30.00,29.95,"1,600"
COOP,"Co-operative Bank of Kenya Ltd
",12.35,12.65,12.50,12.55,"203,600"
DTK,"Diamond Trust Bank Kenya Ltd
",53.75,55.00,54.75,56.75,"5,700"
EQTY,"Equity Group Holdings Plc
",47.00,48.50,47.50,47.95,"66,700"
HFCK,"HF Group Ltd
",2.95,3.00,2.99,2.99,"11,900"
IMH,"I & M Holdings Plc
",17.85,18.00,18.00,18.10,"4,600"
KCB,"KCB Group Plc
",34.00,37.30,36.95,37.30,"143,900"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",23.50,24.65,24.30,23.85,"281,800"
SBIC,"Stanbic Holdings Plc
",105.00,105.50,105.50,105.50,"4,300"
SCBK,"Standard Chartered Bank Kenya Ltd
",121.00,127.50,125.75,128.00,"9,600"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",0.80,0.80,0.80,0.80,"1,900"
XPRS,"Express Kenya Plc
",3.90,3.90,3.90,3.90,-
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",3.33,3.40,3.36,3.70,"18,300"
NBV,"Nairobi Business Ventures Ltd
",3.95,4.40,4.32,4.19,"8,000"
NMG,"Nation Media Group Plc
",20.50,21.00,20.55,21.05,"2,200"
SMER,"Sameer Africa Plc
",2.86,2.90,2.86,2.90,"10,100"
SGL,"Standard Group Plc
",12.95,12.95,12.95,13.00,800
TPSE,"TPS Eastern Africa (Serena) Ltd
",12.00,13.15,12.45,12.55,400
