Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",13.10,13.10,13.10,13.10,-
KUKZ,"Kakuzi Plc
",400.00,400.00,400.00,400.00,-
KAPC,"Kapchorua Tea Kenya Plc
",90.00,99.00,95.50,90.00,500
LIMT,"Limuru Tea Plc
",320.00,320.00,320.00,320.00,-
SASN,"Sasini Plc
",20.75,21.00,20.80,20.75,600
WTK,"Williamson Tea Kenya Plc
",126.75,126.75,126.75,126.75,-
CGEN,"Car and General (K) Ltd
",33.00,35.00,33.60,32.00,"1,000"
ABSA,"ABSA Bank Kenya Plc
",9.76,9.94,9.86,9.70,"44,400"
BKG,"BK Group Plc
",30.00,30.00,30.00,30.00,"2,100"
COOP,"Co-operative Bank of Kenya Ltd
",12.05,12.50,12.15,12.25,"221,700"
DTK,"Diamond Trust Bank Kenya Ltd
",52.00,56.75,52.75,53.75,"9,700"
EQTY,"Equity Group Holdings Plc
",45.05,46.00,45.60,45.50,"247,700"
HFCK,"HF Group Ltd
",2.94,3.14,3.04,2.99,"3,100"
IMH,"I & M Holdings Plc
",17.95,17.95,17.95,17.95,"1,500"
KCB,"KCB Group Plc
",35.20,35.75,35.40,35.75,"1,315,400"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",26.25,27.00,26.50,26.50,"228,600"
SBIC,"Stanbic Holdings Plc
",104.00,104.00,104.00,103.25,"3,000"
SCBK,"Standard Chartered Bank Kenya Ltd
",124.00,124.75,124.75,124.75,"62,500"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",0.84,0.85,0.85,0.88,"1,600"
XPRS,"Express Kenya Plc
",3.86,3.86,3.86,3.86,-
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",3.44,3.44,3.44,3.44,-
NBV,"Nairobi Business Ventures Ltd
",3.52,3.90,3.87,3.66,"1,200"
NMG,"Nation Media Group Plc
",20.00,20.40,20.35,20.10,"1,100"
SMER,"Sameer Africa Plc
",2.58,3.00,2.85,2.75,"1,400"
SGL,"Standard Group Plc
",13.00,13.00,13.00,13.00,100
TPSE,"TPS Eastern Africa (Serena) Ltd
",12.45,12.45,12.45,12.00,300
