Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",12.00,12.00,12.00,12.00,"1,300"
KUKZ,"Kakuzi Plc
",392.50,392.50,392.50,392.50,-
KAPC,"Kapchorua Tea Kenya Plc
",235.00,235.00,235.00,235.00,-
LIMT,"Limuru Tea Plc
",350.00,350.00,350.00,350.00,-
SASN,"Sasini Plc
",14.50,16.00,14.90,15.25,"16,000"
WTK,"Williamson Tea Kenya Plc
",224.00,226.00,224.50,224.75,400
CGEN,"Car and General (K) Ltd
",24.00,24.00,24.00,24.25,200
ABSA,"ABSA Bank Kenya Plc
",17.55,19.30,18.85,19.00,"192,500"
BKG,"BK Group Plc
",32.50,36.00,35.00,35.00,"211,200"
COOP,"Co-operative Bank of Kenya Ltd
",17.50,17.95,17.65,17.65,"1,026,500"
DTK,"Diamond Trust Bank Kenya Ltd
",67.00,70.00,68.50,67.00,"274,700"
EQTY,"Equity Group Holdings Plc
",47.00,48.00,47.80,48.00,"2,722,400"
HFCK,"HF Group Ltd
",4.75,5.00,4.83,4.74,"44,200"
IMH,"I & M Holdings Plc
",36.00,37.00,36.10,36.15,"134,800"
KCB,"KCB Group Plc
",42.50,43.00,42.90,42.80,"1,478,700"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",46.00,50.50,49.20,50.75,"41,200"
SBIC,"Stanbic Holdings Plc
",136.00,149.00,145.50,144.25,"6,200"
SCBK,"Standard Chartered Bank Kenya Ltd
",290.00,300.00,295.50,291.25,"97,000"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.08,1.15,1.12,1.06,"6,300"
XPRS,"Express Kenya Plc
",3.50,3.50,3.50,3.44,"1,900"
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.45,6.00,4.05,3.83,"173,700"
LKL,"Longhorn Publishers Plc
",2.30,2.30,2.30,2.30,-
NBV,"Nairobi Business Ventures Ltd
",2.00,2.01,2.01,2.01,400
NMG,"Nation Media Group Plc
",13.80,14.50,14.00,14.85,"115,900"
SMER,"Sameer Africa Plc
",2.65,2.67,2.67,2.65,"13,600"
SGL,"Standard Group Plc
",4.50,5.00,4.51,5.00,"16,400"
TPSE,"TPS Eastern Africa (Serena) Ltd
",15.00,15.00,15.00,15.00,-
UCHM,"Uchumi Supermarket Plc
",0.16,0.17,0.16,0.16,"143,800"
SCAN,"WPP ScanGroup Plc
",2.30,2.54,2.54,2.31,"50,100"
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
BAMB,"Bamburi Cement Ltd
",55.00,55.50,55.25,55.50,"16,000"
CRWN,"Crown Paints Kenya Plc
",32.00,32.00,32.00,35.55,"1,000"
CABL,"East African Cables Plc
",1.02,1.09,1.06,1.05,"81,700"
PORT,"East African Portland Cement Ltd
",28.00,33.75,28.25,30.70,"12,100"
KEGN,"Kenya Electricity Generating Company Plc
",3.90,4.25,3.97,3.89,"1,658,400"
KPLC-P4,"KPLC-P4
",4.00,4.00,4.00,4.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",5.50,5.96,5.86,5.42,"3,879,200"
TOTL,"TotalEnergies Marketing Kenya Plc
",20.00,21.45,20.65,21.50,"1,200"
UMME,"Umeme Ltd
",16.70,17.25,17.00,16.75,"10,600"
BRIT,"Britam Holdings Plc
",5.60,6.20,6.16,5.64,"183,400"
CIC,"CIC Insurance Group Ltd
",2.15,2.21,2.19,2.15,"319,400"
