Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",13.00,13.00,13.00,13.50,100
KUKZ,"Kakuzi Plc
",434.00,434.00,434.00,395.00,100
KAPC,"Kapchorua Tea Kenya Plc
",240.00,240.00,240.00,240.00,-
LIMT,"Limuru Tea Plc
",330.00,330.00,330.00,314.00,100
SASN,"Sasini Plc
",14.95,15.10,15.00,15.05,"38,600"
WTK,"Williamson Tea Kenya Plc
",214.00,215.00,214.75,214.75,700
CGEN,"Car and General (K) Ltd
",22.25,24.10,22.45,24.70,"2,200"
ABSA,"ABSA Bank Kenya Plc
",17.80,18.40,17.95,17.95,"264,400"
BKG,"BK Group Plc
",35.85,35.85,35.85,35.85,-
COOP,"Co-operative Bank of Kenya Ltd
",16.30,16.50,16.45,16.45,"230,100"
DTK,"Diamond Trust Bank Kenya Ltd
",69.50,70.00,70.00,69.50,"84,700"
EQTY,"Equity Group Holdings Plc
",47.05,48.50,47.65,48.35,"72,200"
HFCK,"HF Group Ltd
",6.60,7.00,6.82,6.98,"34,500"
IMH,"I & M Holdings Plc
",34.50,35.00,34.80,35.00,"40,000"
KCB,"KCB Group Plc
",43.00,44.60,43.75,44.65,"355,800"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",48.00,49.00,48.60,48.75,"4,900"
SBIC,"Stanbic Holdings Plc
",138.00,140.00,138.50,139.00,"3,000"
SCBK,"Standard Chartered Bank Kenya Ltd
",276.25,282.00,280.75,281.50,"7,900"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.15,1.34,1.26,1.22,"34,900"
XPRS,"Express Kenya Plc
",3.50,3.50,3.50,3.50,"4,700"
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",5.02,5.36,5.20,5.36,"158,100"
LKL,"Longhorn Publishers Plc
",2.70,2.80,2.80,2.80,"12,900"
NBV,"Nairobi Business Ventures Ltd
",2.11,2.15,2.13,2.11,"1,800"
NMG,"Nation Media Group Plc
",13.80,13.90,13.85,13.80,"7,100"
SMER,"Sameer Africa Plc
",2.50,2.55,2.54,2.57,"70,400"
SGL,"Standard Group Plc
",5.00,5.04,5.00,4.98,"1,300"
TPSE,"TPS Eastern Africa (Serena) Ltd
",15.00,15.00,15.00,15.00,-
UCHM,"Uchumi Supermarket Plc
",0.25,0.27,0.26,0.25,"741,000"
SCAN,"WPP ScanGroup Plc
",2.95,3.12,3.04,2.85,"127,700"
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
BAMB,"Bamburi Cement Ltd
",56.50,57.00,57.00,57.00,"2,300"
