Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",12.65,12.65,12.65,12.65,-
KUKZ,"Kakuzi Plc
",424.50,424.50,424.50,424.50,-
KAPC,"Kapchorua Tea Kenya Plc
",99.75,99.75,99.75,99.75,100
LIMT,"Limuru Tea Plc
",320.00,320.00,320.00,320.00,-
SASN,"Sasini Plc
",18.50,18.90,18.60,18.60,"23,100"
WTK,"Williamson Tea Kenya Plc
",135.00,135.00,135.00,132.25,300
CGEN,"Car and General (K) Ltd
",62.00,62.00,62.00,62.00,-
ABSA,"ABSA Bank Kenya Plc
",12.20,12.45,12.30,12.35,"93,900"
BKG,"BK Group Plc
",30.00,30.00,30.00,29.90,"385,000"
COOP,"Co-operative Bank of Kenya Ltd
",12.50,13.00,12.80,12.75,"158,000"
DTK,"Diamond Trust Bank Kenya Ltd
",56.75,57.75,57.00,57.75,"4,300"
EQTY,"Equity Group Holdings Plc
",49.20,50.00,49.50,49.15,"1,403,800"
HFCK,"HF Group Ltd
",3.00,3.15,3.13,3.03,"15,500"
IMH,"I & M Holdings Plc
",20.10,20.75,20.25,20.75,"16,900"
KCB,"KCB Group Plc
",43.25,43.95,43.55,43.50,"1,112,200"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",25.90,26.45,26.15,25.95,"71,500"
SBIC,"Stanbic Holdings Plc
",104.00,104.00,104.00,104.00,700
SCBK,"Standard Chartered Bank Kenya Ltd
",143.25,144.00,143.75,143.00,"34,200"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",0.83,0.86,0.84,0.86,"1,200"
XPRS,"Express Kenya Plc
",4.00,4.00,4.00,4.00,-
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",3.30,3.64,3.38,3.31,"2,100"
NBV,"Nairobi Business Ventures Ltd
",4.57,4.90,4.82,4.57,"25,200"
NMG,"Nation Media Group Plc
",20.10,20.10,20.10,20.00,600
