Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",12.00,12.00,12.00,12.00,-
KUKZ,"Kakuzi Plc
",382.50,382.50,382.50,382.50,-
KAPC,"Kapchorua Tea Kenya Plc
",175.25,190.00,188.25,173.00,"1,400"
LIMT,"Limuru Tea Plc
",430.00,430.00,430.00,430.00,-
SASN,"Sasini Plc
",30.00,30.00,30.00,29.80,100
WTK,"Williamson Tea Kenya Plc
",235.00,248.00,244.25,232.75,400
CGEN,"Car and General (K) Ltd
",26.00,26.00,26.00,26.55,200
ABSA,"ABSA Bank Kenya Plc
",11.70,11.85,11.80,11.70,"44,300"
BKG,"BK Group Plc
",36.90,36.90,36.90,36.90,-
COOP,"Co-operative Bank of Kenya Ltd
",12.15,12.25,12.20,12.25,"117,000"
DTK,"Diamond Trust Bank Kenya Ltd
",49.85,50.00,49.85,50.00,"2,800"
EQTY,"Equity Group Holdings Plc
",38.00,38.95,38.25,38.75,"1,114,400"
HFCK,"HF Group Ltd
",5.00,5.10,5.02,5.00,"14,400"
IMH,"I & M Holdings Plc
",17.10,17.50,17.10,17.05,"229,600"
KCB,"KCB Group Plc
",29.05,30.00,29.30,29.45,"823,400"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",38.40,39.00,38.85,38.40,"44,600"
SBIC,"Stanbic Holdings Plc
",111.00,112.00,111.25,112.00,900
SCBK,"Standard Chartered Bank Kenya Ltd
",160.00,161.00,160.50,160.75,"9,300"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.25,1.48,1.44,1.35,"7,100"
XPRS,"Express Kenya Plc
",3.60,3.60,3.60,3.60,-
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",2.40,2.54,2.45,2.50,"87,000"
NBV,"Nairobi Business Ventures Ltd
",3.30,3.45,3.33,3.43,"27,700"
NMG,"Nation Media Group Plc
",19.00,19.90,19.05,18.90,"4,400"
SMER,"Sameer Africa Plc
",2.50,2.70,2.65,2.62,600
SGL,"Standard Group Plc
",9.16,9.16,9.16,9.16,100
TPSE,"TPS Eastern Africa (Serena) Ltd
",11.65,11.65,11.65,11.80,500
UCHM,"Uchumi Supermarket Plc
",0.24,0.24,0.24,0.22,100
SCAN,"WPP ScanGroup Plc
",2.85,3.00,2.89,2.82,700
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
BAMB,"Bamburi Cement Ltd
",24.30,25.90,25.20,25.05,300
CRWN,"Crown Paints Kenya Plc
",40.00,44.00,43.85,40.15,"2,300"
CABL,"East African Cables Plc
",0.76,0.80,0.79,0.77,"37,900"
PORT,"East African Portland Cement Ltd
",5.96,6.40,6.04,5.96,600
KEGN,"Kenya Electricity Generating Company Plc
",2.27,2.35,2.31,2.29,"66,500"
KPLC-P4,"KPLC-P4
",4.11,4.11,4.11,4.11,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",1.58,1.60,1.58,1.59,"51,300"
TOTL,"TotalEnergies Marketing Kenya Plc
",19.00,20.00,19.15,19.30,"4,900"
UMME,"Umeme Ltd
",13.10,14.55,13.20,14.55,"24,800"
BRIT,"Britam Holdings Plc
",5.00,5.36,5.02,5.02,"4,600"
CIC,"CIC Insurance Group Ltd
",1.83,1.90,1.90,1.85,"532,200"
JUB,"Jubilee Holdings Ltd
",180.00,180.00,180.00,180.25,"1,000"
KNRE,"Kenya Re-Insurance Corporation Ltd
",1.73,1.88,1.80,1.78,"2,040,500"
LBTY,"Liberty Kenya Holdings Ltd
",4.05,4.05,4.05,4.05,"1,900"
SLAM,"Sanlam Kenya Plc
",7.20,8.00,7.30,7.98,"2,900"
CTUM,"Centum Investment Company Plc
",9.00,9.00,9.00,8.98,"25,400"
HAFR,"Home Afrika Ltd
",0.34,0.36,0.35,0.34,"61,300"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.57,3.93,3.91,3.57,"1,600"
TCL,"Trans-Century Plc
",0.65,0.72,0.66,0.68,"146,600"
NSE,"Nairobi Securities Exchange Plc
",5.96,6.30,5.98,5.96,"1,612,700"
AMAC,"Africa Mega Agricorp Plc
",15.00,15.00,15.00,15.00,-
BOC,"BOC Kenya Plc
",81.25,81.25,81.25,81.25,-
BAT,"British American Tobacco Kenya Plc
",429.00,435.00,432.75,425.00,600
CARB,"Carbacid Investments Plc
",13.70,14.00,13.85,13.85,"21,800"
EABL,"East African Breweries Ltd
",155.00,155.00,155.00,158.25,"1,100"
FTGH,"Flame Tree Group Holdings Ltd
",1.20,1.20,1.20,1.20,-
MSC,"Mumias Sugar Company Ltd
",0.27,0.27,0.27,0.27,-
UNGA,"Unga Group Ltd
",15.30,15.30,15.30,15.30,"1,000"
SCOM,"Safaricom Plc
",17.40,17.60,17.50,17.45,"1,626,500"
LAPR,"Laptrust Imara Income-REIT
",20.00,20.00,20.00,20.00,-
GLD,"ABSA NewGold ETF
","2,530.00","2,530.00","2,530.00","2,530.00",-
