Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",11.00,12.00,11.15,11.35,600
KUKZ,"Kakuzi Plc
",418.00,418.00,418.00,380.00,100
KAPC,"Kapchorua Tea Kenya Plc
",145.00,145.00,145.00,145.00,-
LIMT,"Limuru Tea Plc
",430.00,430.00,430.00,420.00,100
SASN,"Sasini Plc
",30.00,30.00,30.00,30.00,"54,500"
WTK,"Williamson Tea Kenya Plc
",190.00,199.00,194.50,195.00,200
CGEN,"Car and General (K) Ltd
",27.40,27.40,27.40,27.40,-
ABSA,"ABSA Bank Kenya Plc
",11.65,12.00,11.75,11.75,"83,800"
BKG,"BK Group Plc
",35.00,36.95,36.75,36.95,"23,800"
COOP,"Co-operative Bank of Kenya Ltd
",12.20,12.40,12.20,12.25,"145,700"
DTK,"Diamond Trust Bank Kenya Ltd
",48.00,49.00,48.75,49.00,"75,600"
EQTY,"Equity Group Holdings Plc
",37.05,37.55,37.10,37.10,"1,756,600"
HFCK,"HF Group Ltd
",4.11,4.70,4.58,4.49,"68,100"
IMH,"I & M Holdings Plc
",16.80,16.95,16.85,16.85,"254,500"
KCB,"KCB Group Plc
",30.00,31.10,31.00,31.00,"2,555,000"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",39.60,40.00,39.75,39.60,"218,500"
SBIC,"Stanbic Holdings Plc
",105.00,110.00,109.75,110.00,"14,400"
SCBK,"Standard Chartered Bank Kenya Ltd
",160.25,162.75,160.25,160.25,"34,500"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.26,1.39,1.35,1.40,"3,100"
XPRS,"Express Kenya Plc
",3.40,3.40,3.40,3.40,-
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",2.26,2.26,2.26,2.26,-
