Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",12.90,12.90,12.90,12.90,200
KUKZ,"Kakuzi Plc
",380.00,380.00,380.00,380.00,-
KAPC,"Kapchorua Tea Kenya Plc
",224.00,224.00,224.00,224.00,-
LIMT,"Limuru Tea Plc
",365.00,365.00,365.00,365.00,-
SASN,"Sasini Plc
",17.00,17.95,17.05,18.00,"3,600"
WTK,"Williamson Tea Kenya Plc
",220.00,235.75,231.50,233.75,500
CGEN,"Car and General (K) Ltd
",22.25,22.25,22.25,22.25,-
ABSA,"ABSA Bank Kenya Plc
",13.90,14.15,14.10,14.10,"76,100"
BKG,"BK Group Plc
",33.00,33.00,33.00,33.00,-
COOP,"Co-operative Bank of Kenya Ltd
",12.80,13.30,13.00,12.90,"49,000"
DTK,"Diamond Trust Bank Kenya Ltd
",45.05,45.60,45.50,45.50,"34,000"
EQTY,"Equity Group Holdings Plc
",40.50,41.00,40.50,40.45,"1,063,800"
HFCK,"HF Group Ltd
",3.96,4.30,4.03,4.07,"56,900"
IMH,"I & M Holdings Plc
",20.55,20.65,20.60,20.65,"15,100"
KCB,"KCB Group Plc
",29.05,30.00,29.85,29.40,"1,530,400"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",38.90,39.10,39.00,39.05,"148,600"
SBIC,"Stanbic Holdings Plc
",116.00,117.00,117.00,116.50,"83,600"
SCBK,"Standard Chartered Bank Kenya Ltd
",190.00,195.00,190.25,189.75,"70,500"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.02,1.15,1.07,1.07,"4,400"
XPRS,"Express Kenya Plc
",3.55,3.55,3.55,3.60,100
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",2.31,2.31,2.31,2.31,-
NBV,"Nairobi Business Ventures Ltd
",2.20,2.20,2.20,2.18,200
NMG,"Nation Media Group Plc
",14.70,14.85,14.75,14.65,"1,200"
SMER,"Sameer Africa Plc
",2.31,2.31,2.31,2.31,-
SGL,"Standard Group Plc
",6.14,6.14,6.14,6.14,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",13.25,13.45,13.25,13.25,"1,100"
UCHM,"Uchumi Supermarket Plc
",0.18,0.19,0.18,0.19,"19,200"
SCAN,"WPP ScanGroup Plc
",2.12,2.18,2.12,2.10,"10,100"
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
BAMB,"Bamburi Cement Ltd
",63.00,63.50,63.00,63.00,"14,500"
CRWN,"Crown Paints Kenya Plc
",34.00,34.00,34.00,34.00,"2,400"
CABL,"East African Cables Plc
",0.94,0.95,0.95,0.93,900
PORT,"East African Portland Cement Ltd
",6.80,6.80,6.80,6.76,500
KEGN,"Kenya Electricity Generating Company Plc
",2.35,2.38,2.36,2.35,"501,400"
KPLC-P4,"KPLC-P4
",4.00,4.00,4.00,4.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",1.92,1.95,1.93,1.94,"159,000"
TOTL,"TotalEnergies Marketing Kenya Plc
",19.90,21.00,20.90,20.30,"4,100"
UMME,"Umeme Ltd
",16.30,16.50,16.50,15.35,"23,500"
BRIT,"Britam Holdings Plc
",5.60,5.74,5.64,5.64,"5,700"
CIC,"CIC Insurance Group Ltd
",2.05,2.10,2.08,2.10,"8,400"
JUB,"Jubilee Holdings Ltd
",162.25,162.25,162.25,162.25,-
KNRE,"Kenya Re-Insurance Corporation Ltd
",1.21,1.25,1.24,1.26,"255,800"
LBTY,"Liberty Kenya Holdings Ltd
",5.00,5.20,5.00,5.30,"2,500"
SLAM,"Sanlam Kenya Plc
",6.10,6.10,6.10,6.10,-
CTUM,"Centum Investment Company Plc
",8.20,8.58,8.40,8.60,"13,500"
HAFR,"Home Afrika Ltd
",0.30,0.31,0.30,0.30,"30,700"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
