Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",13.00,13.00,13.00,13.00,300
KUKZ,"Kakuzi Plc
",396.00,396.00,396.00,400.00,200
KAPC,"Kapchorua Tea Kenya Plc
",240.00,240.00,240.00,240.00,-
LIMT,"Limuru Tea Plc
",299.00,299.00,299.00,301.00,100
SASN,"Sasini Plc
",15.30,15.80,15.80,15.40,"3,500"
WTK,"Williamson Tea Kenya Plc
",216.00,216.00,216.00,215.00,200
CGEN,"Car and General (K) Ltd
",22.60,22.90,22.60,22.90,"1,300"
ABSA,"ABSA Bank Kenya Plc
",18.15,18.45,18.35,18.20,"164,900"
BKG,"BK Group Plc
",34.50,34.50,34.50,34.50,-
COOP,"Co-operative Bank of Kenya Ltd
",16.50,16.70,16.60,16.00,"108,700"
DTK,"Diamond Trust Bank Kenya Ltd
",70.00,71.00,70.50,72.00,"1,500"
EQTY,"Equity Group Holdings Plc
",47.85,48.50,48.00,47.95,"39,300"
HFCK,"HF Group Ltd
",7.62,8.00,7.70,8.02,"43,900"
IMH,"I & M Holdings Plc
",35.60,36.00,35.95,35.65,"126,000"
KCB,"KCB Group Plc
",44.60,45.00,44.90,45.15,"133,900"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",49.10,50.00,49.80,49.75,"21,000"
SBIC,"Stanbic Holdings Plc
",146.00,150.00,148.25,145.50,"16,700"
SCBK,"Standard Chartered Bank Kenya Ltd
",283.50,295.00,284.00,283.50,"33,500"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.30,1.44,1.35,1.32,"8,100"
XPRS,"Express Kenya Plc
",3.50,3.50,3.50,3.80,400
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",5.22,5.46,5.32,5.38,"593,700"
LKL,"Longhorn Publishers Plc
",3.25,3.29,3.25,3.03,"15,700"
NBV,"Nairobi Business Ventures Ltd
",2.12,2.15,2.12,2.12,"1,500"
NMG,"Nation Media Group Plc
",14.00,14.50,14.35,13.95,"2,300"
SMER,"Sameer Africa Plc
",2.91,3.26,3.10,3.23,"4,600"
SGL,"Standard Group Plc
",6.40,6.70,6.44,6.76,"1,200"
TPSE,"TPS Eastern Africa (Serena) Ltd
",15.00,15.00,15.00,15.75,"2,900"
UCHM,"Uchumi Supermarket Plc
",0.36,0.36,0.36,0.40,"368,800"
SCAN,"WPP ScanGroup Plc
",3.50,3.70,3.51,3.75,"11,700"
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
BAMB,"Bamburi Cement Ltd
",57.00,57.00,57.00,56.50,800
CRWN,"Crown Paints Kenya Plc
",31.00,33.00,31.85,33.00,"4,300"
CABL,"East African Cables Plc
",1.78,2.16,1.85,1.97,"574,500"
PORT,"East African Portland Cement Ltd
",32.00,35.20,32.80,32.00,"2,600"
KEGN,"Kenya Electricity Generating Company Plc
",4.45,4.60,4.48,4.46,"1,073,400"
KPLC-P4,"KPLC-P4
",4.00,4.00,4.00,4.00,-
KPLC-P7,"KPLC-P7
",6.00,6.00,6.00,6.00,-
KPLC,"Kenya Power and Lighting Company Plc
",6.60,7.00,6.76,6.66,"525,000"
TOTL,"TotalEnergies Marketing Kenya Plc
",22.00,22.95,22.30,22.10,"4,200"
UMME,"Umeme Ltd
",16.60,17.00,16.65,16.60,"7,400"
BRIT,"Britam Holdings Plc
",6.96,7.30,7.04,6.94,"7,900"
CIC,"CIC Insurance Group Ltd
",2.61,2.79,2.66,2.66,"319,400"
JUB,"Jubilee Holdings Ltd
",199.75,200.75,200.00,200.00,"100,700"
KNRE,"Kenya Re-Insurance Corporation Ltd
",1.65,1.70,1.66,1.68,"1,718,600"
LBTY,"Liberty Kenya Holdings Ltd
",7.98,7.98,7.98,7.96,200
SLAM,"Sanlam Kenya Plc
",7.10,7.10,7.10,6.52,100
CTUM,"Centum Investment Company Plc
",11.90,12.05,11.95,11.65,"6,100"
HAFR,"Home Afrika Ltd
",0.95,0.95,0.95,1.05,"182,800"
KURV,"Kurwitu Ventures Ltd
","1,500.00","1,500.00","1,500.00","1,500.00",-
OCH,"Olympia Capital Holdings Ltd
",3.00,3.30,3.05,3.04,"29,100"
TCL,"Trans-Century Plc
",0.99,1.10,1.01,1.10,"2,084,700"
NSE,"Nairobi Securities Exchange Plc
",6.70,6.78,6.74,6.70,"3,500"
AMAC,"Africa Mega Agricorp Plc
",51.50,51.50,51.50,51.50,-
BOC,"BOC Kenya Plc
",80.00,80.00,80.00,80.00,-
BAT,"British American Tobacco Kenya Plc
",360.00,365.00,361.25,361.75,"7,400"
CARB,"Carbacid Investments Plc
",20.50,22.00,21.95,20.00,"10,100"
EABL,"East African Breweries Ltd
",181.00,190.00,189.75,185.00,"76,400"
FTGH,"Flame Tree Group Holdings Ltd
",1.39,1.46,1.40,1.54,"281,800"
MSC,"Mumias Sugar Company Ltd
",0.27,0.27,0.27,0.27,-
UNGA,"Unga Group Ltd
",23.00,23.00,23.00,23.00,"10,200"
SCOM,"Safaricom Plc
",17.00,17.80,17.70,17.75,"8,419,600"
LAPR,"Laptrust Imara Income-REIT
",20.00,20.00,20.00,20.00,-
GLD,"ABSA NewGold ETF
","3,385.00","3,385.00","3,385.00","3,385.00",-
^N10I,"NSE 10-Share Index
","1,351.53","1,351.53","1,351.53","1,340.81",-
^N20I,"NSE 20-Share Index
","2,198.11","2,198.11","2,198.11","2,178.88",-
^N25I,"NSE 25-Share Index
","3,539.82","3,539.82","3,539.82","3,514.41",-
^NASI,"NSE All-Share Index
",129.66,129.66,129.66,129.22,-
^NBDI,"NSE Bonds Index
","1,142.68","1,142.68","1,142.68","1,141.87",-
^ZKEQTK,"Zamara Kenya Equity Index (KES)
","2,613.88","2,613.88","2,613.88","2,604.12",-
^ZKEQTU,"Zamara Kenya Equity Index (USD)
","1,743.26","1,743.26","1,743.26","1,736.08",-
