Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",10.00,10.00,10.00,10.00,-
KUKZ,"Kakuzi Plc
",319.00,319.00,319.00,319.00,-
KAPC,"Kapchorua Tea Kenya Plc
",78.00,78.00,78.00,78.00,100
LIMT,"Limuru Tea Plc
",440.00,440.00,440.00,440.00,-
SASN,"Sasini Plc
",16.50,17.20,16.75,17.40,900
WTK,"Williamson Tea Kenya Plc
",120.00,122.00,120.25,120.25,"1,200"
CGEN,"Car and General (K) Ltd
",26.00,26.00,26.00,26.00,-
ABSA,"ABSA Bank Kenya Plc
",13.00,13.20,13.10,13.00,"47,500"
BKG,"BK Group Plc
",22.40,22.40,22.40,22.40,-
COOP,"Co-operative Bank of Kenya Ltd
",14.30,15.00,14.80,14.00,"672,200"
DTK,"Diamond Trust Bank Kenya Ltd
",99.00,101.00,100.75,101.50,"41,200"
EQTY,"Equity Group Holdings Plc
",48.50,49.20,49.10,47.85,"1,911,600"
HFCK,"HF Group Ltd
",4.90,5.00,4.98,4.64,"29,500"
IMH,"I & M Holdings Plc
",50.50,52.00,50.75,51.00,"1,400"
KCB,"KCB Group Plc
",48.50,50.00,49.50,47.70,"737,200"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",32.60,33.05,32.70,32.65,"1,600"
SBIC,"Stanbic Holdings Plc
",115.00,117.50,115.00,118.50,"130,500"
SCBK,"Standard Chartered Bank Kenya Ltd
",201.00,203.00,202.25,205.25,"2,600"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",0.93,0.95,0.94,0.94,"1,300"
XPRS,"Express Kenya Plc
",6.00,6.00,6.00,6.50,200
KQ,"Kenya Airways Plc
",2.20,2.25,2.25,2.17,"35,800"
LKL,"Longhorn Publishers Plc
",5.20,5.36,5.22,5.36,"18,200"
NBV,"Nairobi Business Ventures Ltd
",0.66,0.66,0.66,0.66,-
NMG,"Nation Media Group Plc
",29.50,30.00,29.95,29.85,"19,300"
SMER,"Sameer Africa Plc
",2.50,2.50,2.50,2.50,100
SGL,"Standard Group Plc
",19.50,21.30,21.15,19.50,"1,500"
TPSE,"TPS Eastern Africa (Serena) Ltd
",17.00,17.00,17.00,17.00,-
UCHM,"Uchumi Supermarket Plc
",0.28,0.29,0.29,0.29,"47,300"
SCAN,"WPP ScanGroup Plc
",16.55,17.00,16.65,16.25,"1,700"
ARM,"ARM Cement Plc
",5.55,5.55,5.55,5.55,-
