Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",13.90,13.90,13.90,13.90,-
KUKZ,"Kakuzi Plc
",351.00,351.00,351.00,351.00,-
KAPC,"Kapchorua Tea Kenya Plc
",81.00,81.00,81.00,87.00,100
LIMT,"Limuru Tea Plc
",360.00,360.00,360.00,360.00,100
SASN,"Sasini Plc
",17.20,17.20,17.20,17.20,-
WTK,"Williamson Tea Kenya Plc
",145.50,146.00,145.75,145.50,200
CGEN,"Car and General (K) Ltd
",24.00,24.00,24.00,22.15,100
ABSA,"ABSA Bank Kenya Plc
",8.80,9.00,8.84,8.82,"207,400"
BKG,"BK Group Plc
",22.25,23.10,23.10,21.00,"884,200"
COOP,"Co-operative Bank of Kenya Ltd
",11.80,12.00,11.85,11.95,"251,400"
DTK,"Diamond Trust Bank Kenya Ltd
",65.00,67.50,65.00,67.75,"24,200"
EQTY,"Equity Group Holdings Plc
",37.50,39.00,38.30,39.00,"104,100"
HFCK,"HF Group Ltd
",3.81,4.40,4.17,4.00,"45,100"
IMH,"I & M Holdings Plc
",49.50,49.95,49.75,50.00,"33,200"
KCB,"KCB Group Plc
",39.00,40.00,39.85,40.15,"95,200"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",25.00,25.25,25.25,25.05,"772,100"
SBIC,"Stanbic Holdings Plc
",84.25,84.25,84.25,83.50,200
SCBK,"Standard Chartered Bank Kenya Ltd
",142.00,145.00,142.50,142.00,"48,600"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.10,1.15,1.12,1.07,"2,300"
XPRS,"Express Kenya Plc
",3.92,3.92,3.92,3.92,100
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",4.46,4.46,4.46,4.46,-
NBV,"Nairobi Business Ventures Ltd
",4.32,4.49,4.43,4.42,"37,300"
NMG,"Nation Media Group Plc
",16.55,17.20,16.70,16.55,"8,400"
SMER,"Sameer Africa Plc
",3.36,3.36,3.36,3.51,600
SGL,"Standard Group Plc
",21.00,21.00,21.00,21.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",17.00,17.00,17.00,17.50,100
UCHM,"Uchumi Supermarket Plc
",0.23,0.24,0.23,0.22,"755,900"
SCAN,"WPP ScanGroup Plc
",5.38,5.88,5.42,5.36,"63,900"
