Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",35.50,35.50,35.50,32.50,100
KUKZ,"Kakuzi Plc
",75.00,75.00,75.00,75.00,-
KAPC,"Kapchorua Tea Kenya Plc
",138.00,138.00,138.00,135.00,600
LIMT,"Limuru Tea Plc
",450.00,450.00,450.00,450.00,-
SASN,"Sasini Plc
",12.50,13.00,12.60,12.50,"15,300"
WTK,"Williamson Tea Kenya Plc
",248.00,248.00,248.00,248.00,-
CGEN,"Car and General (K) Ltd
",25.00,25.00,25.00,25.00,"13,000"
ABSA,"ABSA Bank Kenya Plc
",14.15,14.30,14.30,14.30,"150,600"
COOP,"Co-operative Bank of Kenya Ltd
",11.55,11.75,11.70,11.65,"485,100"
DTK,"Diamond Trust Bank Kenya Ltd
",95.00,97.00,95.50,95.00,"3,000"
EQTY,"Equity Group Holdings Plc
",21.75,22.75,22.50,22.75,"1,521,500"
HFCK,"HF Group Ltd
",15.20,15.90,15.70,15.90,"20,400"
KCB,"KCB Group Plc
",24.00,24.50,24.25,24.50,"375,500"
NBK,"National Bank of Kenya Ltd
",19.30,19.60,19.50,19.50,"16,400"
NCBA,"NCBA Group Plc
",38.25,40.00,39.00,38.50,"166,200"
SBIC,"Stanbic Holdings Plc
",42.50,42.50,42.50,42.50,"3,000"
SCBK,"Standard Chartered Bank Kenya Ltd
",200.00,200.00,200.00,201.00,600
EVRD,"Eveready East Africa Ltd
",1.80,1.90,1.85,1.80,"48,000"
XPRS,"Express Kenya Plc
",3.70,4.00,3.75,4.00,"3,600"
KQ,"Kenya Airways Plc
",14.05,14.30,14.30,14.20,"236,900"
LKL,"Longhorn Publishers Plc
",18.30,18.30,18.30,18.30,-
NMG,"Nation Media Group Plc
",172.00,176.00,174.00,173.00,"21,000"
SMER,"Sameer Africa Plc
",4.00,4.10,4.05,4.00,"50,800"
SGL,"Standard Group Plc
",25.00,25.00,25.00,25.00,-
TPSE,"TPS Eastern Africa (Serena) Ltd
",42.00,44.00,43.00,44.00,200
UCHM,"Uchumi Supermarket Plc
",15.30,15.55,15.40,15.35,"42,200"
SCAN,"WPP ScanGroup Plc
",52.00,56.00,56.00,54.00,"57,800"
ARM,"ARM Cement Plc
",200.00,205.00,205.00,200.00,"326,000"
BAMB,"Bamburi Cement Ltd
",180.00,181.00,181.00,180.00,"58,600"
CRWN,"Crown Paints Kenya Plc
",32.00,33.00,32.50,32.00,"2,200"
CABL,"East African Cables Plc
",10.50,11.00,11.00,10.95,"87,700"
PORT,"East African Portland Cement Ltd
",57.00,57.00,57.00,57.00,700
KENO,"KenolKobil Ltd
",16.00,16.10,16.05,16.15,"91,200"
KEGN,"Kenya Electricity Generating Company Plc
",8.25,8.35,8.35,8.35,"2,871,600"
KPLC-P4,"KPLC-P4
",7.65,7.65,7.65,7.65,-
KPLC-P7,"KPLC-P7
",5.50,5.50,5.50,5.50,-
KPLC,"Kenya Power and Lighting Company Plc
",15.25,15.35,15.35,15.25,"238,700"
TOTL,"TotalEnergies Marketing Kenya Plc
",16.00,16.00,16.00,15.60,"24,800"
BRIT,"Britam Holdings Plc
",5.60,5.95,5.95,5.65,"485,900"
CIC,"CIC Insurance Group Ltd
",4.60,4.95,4.75,4.45,"483,600"
JUB,"Jubilee Holdings Ltd
",173.00,173.00,173.00,173.00,"1,500"
KNRE,"Kenya Re-Insurance Corporation Ltd
",9.90,10.10,10.10,10.05,"45,100"
LBTY,"Liberty Kenya Holdings Ltd
",7.75,7.80,7.80,7.55,"10,700"
SLAM,"Sanlam Kenya Plc
",33.75,35.25,34.00,34.00,900
CTUM,"Centum Investment Company Plc
",12.45,13.00,12.75,13.00,"91,700"
OCH,"Olympia Capital Holdings Ltd
",3.80,3.80,3.80,3.75,100
TCL,"Trans-Century Plc
",25.00,25.00,25.00,25.00,"5,100"
AMAC,"Africa Mega Agricorp Plc
",3.00,3.00,3.00,3.00,-
BOC,"BOC Kenya Plc
",120.00,120.00,120.00,120.00,-
BAT,"British American Tobacco Kenya Plc
",383.00,386.00,385.00,384.00,"181,200"
CARB,"Carbacid Investments Plc
",126.00,126.00,126.00,126.00,100
EABL,"East African Breweries Ltd
",224.00,227.00,225.00,227.00,"10,000"
MSC,"Mumias Sugar Company Ltd
",6.90,7.05,7.05,7.00,"2,127,800"
UNGA,"Unga Group Ltd
",12.50,12.50,12.50,12.30,"13,600"
SCOM,"Safaricom Plc
",3.70,3.90,3.85,3.90,"11,909,700"
^N20I,"NSE 20-Share Index
","3,854.28","3,854.28","3,854.28","3,870.51",-
^NASI,"NSE All-Share Index
",84.02,84.02,84.02,84.32,-
