Code,Name,Day_low,Day_high,Price,Previous_price,Volume
EGAD,"Eaagads Ltd
",12.50,12.50,12.50,13.30,"1,000"
KUKZ,"Kakuzi Plc
",355.25,355.25,355.25,355.25,-
KAPC,"Kapchorua Tea Kenya Plc
",255.00,255.00,255.00,255.00,-
LIMT,"Limuru Tea Plc
",380.00,380.00,380.00,380.00,-
SASN,"Sasini Plc
",18.90,19.00,19.00,18.95,600
WTK,"Williamson Tea Kenya Plc
",265.00,265.00,265.00,265.00,-
CGEN,"Car and General (K) Ltd
",22.00,22.00,22.00,22.00,-
ABSA,"ABSA Bank Kenya Plc
",14.00,14.45,14.05,14.30,"228,500"
BKG,"BK Group Plc
",34.00,34.00,34.00,34.00,-
COOP,"Co-operative Bank of Kenya Ltd
",12.50,13.60,12.70,12.60,"361,200"
DTK,"Diamond Trust Bank Kenya Ltd
",46.00,46.25,46.00,46.05,"13,400"
EQTY,"Equity Group Holdings Plc
",43.70,44.05,43.95,43.35,"663,700"
HFCK,"HF Group Ltd
",4.08,4.20,4.18,4.08,"10,600"
IMH,"I & M Holdings Plc
",21.50,21.70,21.55,21.55,"8,500"
KCB,"KCB Group Plc
",33.50,34.50,33.90,33.45,"890,500"
NBK,"National Bank of Kenya Ltd
",4.12,4.12,4.12,4.12,-
NCBA,"NCBA Group Plc
",41.00,41.15,41.10,41.15,"15,500"
SBIC,"Stanbic Holdings Plc
",113.25,114.50,113.75,114.50,"20,100"
SCBK,"Standard Chartered Bank Kenya Ltd
",192.50,195.00,193.00,194.00,"25,300"
DCON,"Deacons (East Africa) Plc
",0.45,0.45,0.45,0.45,-
EVRD,"Eveready East Africa Ltd
",1.25,1.37,1.30,1.26,"5,900"
XPRS,"Express Kenya Plc
",3.20,3.20,3.20,3.20,"1,400"
HBE,"Homeboyz Entertainment Plc
",4.66,4.66,4.66,4.66,-
KQ,"Kenya Airways Plc
",3.83,3.83,3.83,3.83,-
LKL,"Longhorn Publishers Plc
",2.30,2.30,2.30,2.30,"5,500"
NBV,"Nairobi Business Ventures Ltd
",2.11,2.12,2.12,2.10,"7,100"
